CustomerID,F1.Age,F2.Region,F3.Occupation,Q1.HaveEverUsed,Q2.FormerCustomerDollar,Q3.Well-known,Q4.ServiceType,Q5.CustomerDollar
2449,62,45,B,1,44482,2,E,199851
2450,49,8,E,1,75887,2,D,324982
2451,45,27,A,1,24867,1,A,478619
2452,49,36,D,2,0,2,D,246985
2453,28,10,A,2,0,2,A,226647
2454,32,3,E,1,73684,2,B,735977
2455,35,47,D,2,0,2,C,724396
2456,37,21,D,1,99014,1,A,514684
2457,33,39,B,1,82881,1,D,256726
2458,51,24,D,2,0,2,E,367638
2459,59,37,E,2,0,2,B,314831
2460,63,43,B,2,0,2,D,822158
2461,41,1,A,2,0,2,B,265646
2462,47,21,C,1,42775,2,B,701801
2463,27,25,D,2,0,2,E,841227
2464,53,24,C,1,92941,2,A,525730
2465,31,47,C,1,97280,1,A,727499
2466,62,38,C,1,44617,2,B,579572
2467,39,3,E,1,86471,2,B,314240
2468,38,1,D,1,23691,2,D,226952
2469,37,7,A,1,49477,2,B,36801
2470,57,2,B,2,0,1,B,213158
2471,57,3,E,2,0,2,A,957306
2472,55,6,E,1,93650,2,A,468183
2473,33,39,A,1,89971,1,B,385211
2474,49,36,A,1,959,2,C,627002
2475,33,43,A,2,0,2,C,715808
2476,21,39,D,2,0,2,B,328441
2477,28,2,A,2,0,2,D,885253
2478,55,31,D,1,82061,1,C,986245
2479,49,7,E,2,0,2,B,872397
2480,26,28,B,1,60027,2,A,296154
2481,32,9,B,1,35324,2,A,166614
2482,51,6,D,2,0,1,C,695117
2483,62,27,C,1,57910,1,A,610163
2484,62,11,A,2,0,1,C,160706
2485,63,2,D,2,0,2,F,0
2486,60,38,A,2,0,1,C,946145
2487,36,9,E,2,0,1,A,499675
2488,55,45,D,2,0,1,D,422338
2489,58,45,C,1,13041,2,D,907320
2490,66,11,E,1,40542,2,C,900058
2491,39,33,A,2,0,1,D,520348
2492,64,16,D,2,0,1,A,814821
2493,26,25,A,2,0,1,E,420877
2494,57,28,E,2,0,1,A,445925
2495,24,11,B,2,0,1,B,441628
2496,39,13,D,1,36696,2,E,789963
2497,49,47,C,2,0,1,E,142173
2498,67,6,C,2,0,1,C,117644
2499,48,1,C,1,20306,2,C,421739
2500,33,24,C,2,0,2,A,346012
2501,20,43,E,2,0,2,F,0
2502,21,37,A,1,68736,2,B,769378
2503,42,39,A,1,662,2,D,629167
2504,52,39,C,1,61647,2,E,73063
2505,52,33,D,1,14444,2,D,323865
2506,38,7,C,2,0,2,E,535205
2507,60,13,B,1,2409,1,E,613579
2508,53,20,B,1,87276,1,C,244323
2509,44,7,B,2,0,1,F,0
2510,38,1,E,1,98165,1,A,19035
2511,24,30,B,2,0,1,B,100511
2512,43,4,C,2,0,1,C,225862
2513,34,36,B,2,0,2,C,56924
2514,67,32,B,1,11790,2,B,982044
2515,21,41,B,2,0,2,E,819909
2516,20,43,E,2,0,2,B,249852
2517,27,37,B,1,94058,1,C,459450
2518,67,13,B,2,0,2,C,327372
2519,58,10,B,2,0,2,E,454845
2520,60,16,A,2,0,1,B,318306
2521,22,20,B,2,0,1,A,706831
2522,48,19,E,1,17157,1,E,764630
2523,50,12,C,2,0,1,A,763775
2524,67,14,D,2,0,1,D,28104
2525,67,36,B,1,35375,1,C,213790
2526,42,27,C,2,0,1,E,872314
2527,59,31,A,1,76017,1,E,265309
2528,32,9,D,1,66422,1,B,287394
2529,25,26,E,2,0,2,E,289571
2530,46,3,D,2,0,2,B,256066
2531,41,39,A,2,0,2,B,771472
2532,33,31,E,1,41596,2,B,841281
2533,52,22,E,1,77178,2,E,709945
2534,32,23,C,2,0,1,A,276498
2535,62,10,D,2,0,1,D,608379
2536,21,36,D,2,0,1,F,0
2537,41,23,C,1,97394,2,D,254200
2538,51,46,C,1,16212,1,E,457167
2539,46,27,C,1,45873,2,A,371868
2540,25,47,E,1,49391,1,A,425065
2541,42,46,E,2,0,2,C,713998
2542,44,46,D,1,37057,1,D,61903
2543,65,27,C,1,37795,2,B,56822
2544,39,46,E,2,0,2,A,689255
2545,56,12,D,2,0,1,B,797217
2546,62,17,D,2,0,2,F,0
2547,55,9,C,2,0,1,B,181995
2548,30,10,C,1,18203,1,E,932068
2549,52,22,A,1,46437,1,B,729674
2550,69,11,B,1,25844,2,A,689477
2551,30,9,B,2,0,2,B,223901
2552,29,30,A,1,35094,1,C,423307
2553,34,7,C,2,0,1,F,0
2554,33,40,E,1,41810,2,B,23500
2555,53,27,B,1,87973,2,B,223476
2556,20,30,E,1,59046,2,D,912650
2557,70,47,B,1,19812,1,C,908993
2558,64,22,D,1,47458,1,D,842967
2559,67,12,E,2,0,2,C,836539
2560,49,15,A,2,0,1,B,159859
2561,50,38,C,1,17302,2,E,399651
2562,23,19,B,1,8217,2,D,624563
2563,48,25,C,2,0,1,B,66120
2564,35,46,B,1,61366,2,C,827077
2565,65,24,C,2,0,2,F,0
2566,70,5,E,1,81829,1,A,968258
2567,43,21,C,2,0,1,A,382693
2568,42,14,B,2,0,1,B,280952
2569,52,18,D,1,52635,2,C,166340
2570,55,1,B,2,0,2,F,0
2571,51,29,B,1,9318,2,B,352108
2572,67,17,A,1,7121,2,E,656072
2573,70,30,A,2,0,2,E,931843
2574,40,4,B,1,49445,1,D,164840
2575,63,35,A,1,42390,1,D,757479
2576,23,30,D,2,0,2,C,120970
2577,46,21,D,1,5651,1,A,841783
2578,22,24,D,2,0,1,D,856283
2579,25,46,C,2,0,2,A,613747
2580,36,3,A,2,0,2,D,925462
2581,49,4,B,2,0,2,B,850483
2582,60,38,D,2,0,1,A,841836
2583,54,45,E,2,0,2,C,258956
2584,62,19,D,1,53280,2,B,970555
2585,34,31,C,2,0,2,E,37382
2586,27,36,C,1,57247,1,E,346982
2587,29,33,B,1,5214,2,E,290968
2588,30,28,E,2,0,2,C,378333
2589,28,42,D,2,0,2,A,573706
2590,48,35,E,1,71431,1,C,434030
2591,50,18,E,2,0,1,C,384790
2592,45,36,E,2,0,1,B,639111
2593,35,17,B,2,0,1,B,132545
2594,43,8,B,1,83416,1,D,397598
2595,38,44,C,2,0,1,B,752029
2596,55,30,E,1,26980,1,E,544910
2597,24,30,C,1,74867,2,E,655441
2598,26,28,B,1,78502,2,A,310784
2599,48,22,D,2,0,2,F,0
2600,20,3,A,1,73617,2,D,916510
2601,34,16,B,1,61237,2,B,775962
2602,20,8,B,2,0,1,A,32526
2603,21,46,A,2,0,1,B,934454
2604,23,3,D,1,11520,2,B,590042
2605,29,20,B,2,0,2,F,0
2606,52,20,D,1,48549,2,D,588016
2607,65,37,A,2,0,2,D,312642
2608,70,6,A,1,42917,1,E,824804
2609,59,14,E,2,0,2,A,846746
2610,54,36,C,1,28191,2,A,951767
2611,54,38,D,1,75306,1,B,876974
2612,33,13,B,2,0,2,E,923035
2613,42,4,D,1,47655,2,C,659965
2614,55,27,D,2,0,1,C,99493
2615,57,7,A,2,0,1,A,925253
2616,30,27,E,1,59907,2,D,590830
2617,44,28,D,2,0,2,C,930148
2618,52,7,A,2,0,1,D,514861
2619,40,4,B,1,3945,1,E,43962
2620,56,20,D,2,0,1,C,589711
2621,41,32,E,2,0,2,A,277309
2622,65,32,B,1,93665,2,D,331374
2623,66,43,B,2,0,2,F,0
2624,57,36,A,1,71359,1,D,590488
2625,69,43,A,1,69914,2,D,805284
2626,62,28,A,1,50742,2,C,332401
2627,66,29,B,2,0,2,B,352363
2628,48,17,B,1,1530,1,A,272716
2629,27,44,B,1,24873,2,E,100588
2630,42,34,C,2,0,2,E,268670
2631,50,3,C,2,0,1,D,537352
2632,46,16,B,2,0,2,B,841310
2633,54,13,C,1,28628,2,C,580189
2634,47,42,C,1,54842,1,C,427536
2635,59,4,E,1,31933,1,B,88744
2636,47,20,E,1,52039,2,C,836533
2637,66,11,B,2,0,1,F,0
2638,36,9,C,1,59101,1,C,229411
2639,27,15,A,1,35427,2,A,650499
2640,24,32,C,1,48844,2,D,157196
2641,20,14,C,2,0,2,A,412288
2642,27,1,D,1,11983,2,C,484057
2643,28,31,C,2,0,2,F,0
2644,29,13,C,1,1886,2,D,537162
2645,42,11,B,2,0,1,A,421703
2646,38,16,C,1,93996,1,D,478537
2647,31,13,C,2,0,1,E,459142
2648,61,13,C,2,0,2,A,497539
2649,23,47,B,2,0,2,B,25959
2650,32,42,E,2,0,1,B,776049
2651,47,47,D,2,0,2,B,913344
2652,53,30,B,2,0,1,A,257168
2653,55,38,A,2,0,2,C,97471
2654,24,18,D,2,0,2,E,199877
2655,39,1,B,2,0,2,A,695284
2656,61,8,D,1,10799,2,A,207035
2657,45,9,B,2,0,2,B,88915
2658,32,9,C,2,0,2,E,347265
2659,35,34,A,2,0,1,C,13243
2660,23,45,D,1,63315,2,E,448978
2661,60,47,B,1,30672,1,A,603491
2662,26,4,B,2,0,2,C,905636
2663,40,9,E,2,0,2,A,969967
2664,54,11,D,1,76572,2,C,524194
2665,20,30,A,1,47607,2,A,346285
2666,58,41,E,1,94056,1,B,467619
2667,55,16,D,1,55794,2,E,792582
2668,62,37,E,1,21458,2,E,492985
2669,52,27,D,2,0,2,E,691650
2670,31,14,E,2,0,2,D,839781
2671,26,1,E,2,0,2,E,892448
2672,70,3,A,2,0,2,C,472112
2673,25,35,B,2,0,1,A,972670
2674,43,32,C,1,54842,1,A,818551
2675,21,36,A,1,9299,1,D,278539
2676,44,7,C,1,13517,2,D,538187
2677,40,28,C,1,77770,2,D,896212
2678,32,31,A,2,0,1,F,0
2679,22,43,D,2,0,2,A,688515
2680,25,3,C,1,97546,2,A,242937
2681,22,28,A,2,0,2,F,0
2682,32,25,D,2,0,2,A,274555
2683,63,8,E,2,0,1,B,965758
2684,31,16,D,1,35418,2,E,566716
2685,23,45,C,1,13972,2,E,705661
2686,29,38,B,2,0,2,D,399121
2687,34,39,E,2,0,2,B,958957
2688,42,13,C,2,0,1,E,225439
2689,47,9,E,2,0,2,C,169877
2690,48,18,A,2,0,1,F,0
2691,47,45,A,2,0,2,A,755138
2692,41,37,D,1,64135,2,E,841558
2693,51,4,E,1,91754,2,D,157046
2694,42,8,C,1,36762,2,A,614251
2695,51,5,C,1,91241,2,B,115177
2696,55,42,E,2,0,1,F,0
2697,53,23,B,2,0,1,A,210770
2698,58,46,D,2,0,2,B,598227
2699,69,19,E,1,87566,2,E,41833
2700,38,21,D,1,27501,1,B,210469
2701,57,47,B,2,0,1,B,177231
2702,62,32,C,2,0,2,E,484081
2703,25,39,E,1,70249,1,D,516173
2704,46,31,B,1,60550,1,C,484467
2705,23,35,A,1,52679,1,E,254211
2706,34,39,B,1,63172,1,C,176389
2707,52,4,A,1,11554,2,C,739661
2708,26,25,A,1,38170,1,C,598650
2709,64,39,A,1,43086,1,C,665383
2710,53,43,E,1,49528,2,A,480158
2711,69,29,D,2,0,1,E,257309
2712,67,42,C,1,72943,2,D,44045
2713,65,34,D,2,0,2,F,0
2714,26,7,A,2,0,2,A,761426
2715,55,34,E,2,0,1,B,395512
2716,23,6,D,2,0,1,A,463449
2717,27,33,A,2,0,2,B,797810
2718,48,10,A,2,0,1,D,837189
2719,42,10,D,1,79717,2,D,143787
2720,44,40,C,1,45129,2,C,148751
2721,61,24,D,1,77176,1,D,957233
2722,54,41,C,2,0,1,F,0
2723,41,45,C,2,0,2,B,211811
2724,56,44,D,2,0,1,C,127475
2725,54,18,A,1,75194,2,B,412120
2726,70,32,C,2,0,1,E,513688
2727,47,37,B,2,0,1,B,911087
2728,27,20,D,2,0,2,F,0
2729,35,16,D,1,55565,2,C,112360
2730,39,30,E,1,90118,2,C,332632
2731,62,47,E,2,0,2,B,895966
2732,36,2,C,2,0,1,D,70054
2733,61,43,D,1,14164,1,C,522755
2734,63,44,B,2,0,1,A,657804
2735,24,34,D,2,0,2,A,878498
2736,23,37,D,2,0,1,B,635636
2737,38,18,A,1,44883,1,B,602859
2738,62,19,E,2,0,1,E,722728
2739,48,13,B,1,61619,1,A,32956
2740,21,6,D,2,0,2,D,101753
2741,35,26,E,1,29527,1,C,430282
2742,68,29,C,2,0,1,E,830543
2743,34,6,A,2,0,2,B,327521
2744,44,11,E,1,13112,1,E,148620
2745,51,14,B,1,7836,1,B,589167
2746,68,4,A,1,51420,1,E,752545
2747,39,29,D,2,0,2,C,187593
2748,55,39,A,2,0,2,E,413299
2749,67,1,B,1,47393,1,C,411970
2750,37,14,A,2,0,1,D,212312
2751,67,12,A,2,0,1,C,357508
2752,42,6,E,1,59537,1,A,911987
2753,36,45,E,2,0,2,F,0
2754,37,28,A,2,0,1,E,275539
2755,27,28,A,2,0,2,C,210017
2756,66,39,B,1,29333,2,A,140840
2757,61,19,A,1,99334,2,B,866998
2758,57,29,D,2,0,2,F,0
2759,50,9,E,2,0,1,C,922467
2760,55,44,D,1,20582,1,C,197162
2761,38,4,B,2,0,1,D,396533
2762,53,12,C,2,0,1,E,504850
2763,25,43,D,1,73143,2,A,575487
2764,59,27,E,2,0,1,D,236350
2765,51,15,B,1,4621,1,C,315014
2766,22,7,D,2,0,2,B,405457
2767,56,1,E,2,0,2,A,183555
2768,54,29,D,1,23867,1,E,176927
2769,22,31,E,2,0,2,D,203031
2770,23,13,E,1,81290,1,D,982943
2771,59,8,B,2,0,1,A,13781
2772,30,24,B,2,0,1,C,866746
2773,58,20,C,1,87983,1,E,884067
2774,27,25,A,2,0,2,A,49529
2775,64,4,A,1,54429,2,A,790019
2776,62,8,B,1,61636,1,A,654813
2777,53,33,A,1,41639,1,E,809034
2778,26,15,B,2,0,2,C,469987
2779,53,1,C,2,0,1,C,805197
2780,62,4,D,1,75411,2,D,539756
2781,41,29,B,1,12721,1,D,580252
2782,45,14,D,1,58803,1,C,354079
2783,62,33,A,2,0,2,F,0
2784,37,32,C,2,0,2,F,0
2785,53,21,D,1,65485,1,B,280785
2786,68,33,C,2,0,1,E,595379
2787,60,40,E,2,0,2,A,777901
2788,45,2,E,2,0,2,D,973124
2789,64,43,A,1,51747,2,E,773289
2790,67,6,C,1,6796,1,A,603832
2791,22,5,B,2,0,2,C,482972
2792,66,25,B,1,61613,2,B,130595
2793,63,10,E,1,91262,2,D,888207
2794,56,21,A,1,10293,2,B,821759
2795,61,18,B,2,0,1,F,0
2796,64,28,D,2,0,2,B,169452
2797,65,28,D,2,0,1,C,359478
2798,29,39,D,2,0,2,A,453743
2799,47,41,E,2,0,1,C,817884
2800,30,27,C,1,1820,2,C,556400
2801,56,32,E,2,0,2,B,514799
2802,69,34,B,1,44382,1,C,879153
2803,54,5,E,2,0,2,A,990994
2804,44,42,E,1,6528,1,E,226091
2805,58,29,D,2,0,1,C,253138
2806,57,11,D,2,0,1,A,232155
2807,38,41,D,1,57644,1,E,904693
2808,25,37,A,2,0,2,F,0
2809,55,39,C,1,6083,2,B,438025
2810,55,45,E,1,31771,1,D,367714
2811,44,21,D,1,35206,2,C,626974
2812,36,19,C,1,28739,1,D,501558
2813,47,14,A,2,0,1,E,922899
2814,55,1,E,1,26953,2,D,239013
2815,37,34,E,2,0,2,B,827828
2816,59,5,C,2,0,2,F,0
2817,54,42,C,1,14762,2,C,353482
2818,46,39,E,2,0,1,B,699368
2819,59,15,B,2,0,1,B,655719
2820,55,22,E,1,23836,2,E,595723
2821,26,9,C,1,52516,1,C,782302
2822,27,32,E,2,0,1,A,388169
2823,43,35,E,2,0,1,F,0
2824,47,3,E,1,52830,2,A,535528
2825,62,19,D,2,0,1,F,0
2826,55,12,E,2,0,2,E,136335
2827,64,14,E,1,51666,1,B,536129
2828,52,14,B,1,57339,2,D,235070
2829,40,23,C,1,67676,1,D,770597
2830,69,18,E,1,84404,2,E,183209
2831,25,26,B,1,32595,2,D,228730
2832,51,9,B,1,38381,1,E,763342
2833,65,19,E,1,94105,2,D,53531
2834,65,44,D,2,0,2,A,715697
2835,30,35,E,2,0,2,B,467992
2836,34,40,E,1,43054,2,D,112926
2837,43,26,A,1,70496,1,D,826448
2838,31,4,C,1,54343,1,B,307053
2839,52,44,B,1,33474,1,B,385301
2840,65,37,B,1,72087,1,D,973014
2841,30,9,D,2,0,1,E,654861
2842,44,38,D,1,88413,1,B,202799
2843,68,26,A,2,0,2,E,702508
2844,34,6,C,1,54151,2,E,568951
2845,62,23,C,1,64152,1,C,957742
2846,28,22,A,1,4240,2,C,461563
2847,25,45,C,2,0,2,B,311024
2848,65,40,C,2,0,1,A,387853
2849,56,12,D,1,58633,1,E,530213
2850,30,2,C,2,0,2,C,385518
2851,37,20,D,2,0,2,C,661365
2852,38,36,C,2,0,1,D,883710
2853,53,27,D,2,0,1,F,0
2854,27,37,A,1,97790,2,A,59931
2855,25,4,B,1,47803,1,A,189313
2856,31,42,C,1,88801,1,C,509375
2857,30,9,C,1,56748,1,E,496819
2858,27,22,E,1,65253,1,E,854041
2859,66,14,D,2,0,1,C,944779
2860,48,17,A,1,62498,2,A,225401
2861,50,24,A,2,0,1,C,475872
2862,69,13,D,2,0,1,D,721264
2863,21,29,A,1,91679,2,C,372364
2864,45,38,E,1,50425,1,C,69117
2865,37,17,E,2,0,1,B,279010
2866,55,1,D,1,90512,2,A,658013
2867,36,11,C,2,0,1,E,337687
2868,49,3,E,2,0,1,F,0
2869,35,19,C,1,52994,1,E,648015
2870,20,3,C,2,0,1,D,803379
2871,50,11,E,2,0,2,C,222743
2872,31,20,A,1,74491,1,E,268709
2873,37,20,C,2,0,1,E,858531
2874,43,29,E,2,0,1,D,194254
2875,32,20,E,1,68924,1,C,585540
2876,54,3,B,1,74999,1,A,451647
2877,40,39,B,1,36610,1,E,343610
2878,25,4,C,1,13161,2,E,236078
2879,64,42,B,2,0,2,C,492524
2880,39,26,C,1,59500,1,E,238313
2881,41,3,A,2,0,1,C,850747
2882,44,8,C,2,0,1,F,0
2883,32,5,A,2,0,1,D,570909
2884,36,46,C,2,0,1,A,309764
2885,53,34,D,1,60946,2,C,524260
2886,47,42,B,2,0,2,F,0
2887,66,28,C,1,22318,2,D,928692
2888,55,27,B,2,0,2,A,813061
2889,48,29,E,2,0,2,D,186331
2890,47,34,E,1,17915,2,C,447080
2891,67,31,A,1,62010,2,A,313100
2892,54,22,A,1,36318,2,C,265891
2893,57,31,C,1,19815,1,D,398753
2894,52,19,B,1,45287,1,B,311249
2895,39,38,C,2,0,2,E,245928
2896,31,41,E,1,32831,1,E,219146
2897,26,15,A,1,93229,1,D,880209
2898,53,35,E,1,53658,2,C,588607
2899,70,13,C,2,0,2,E,534024
2900,50,4,B,1,85406,2,A,201827
2901,53,26,B,2,0,2,D,486529
2902,35,30,A,1,56395,1,C,741029
2903,29,2,C,1,29950,2,A,542431
2904,55,46,A,2,0,1,F,0
2905,41,3,E,1,17684,1,C,335510
2906,48,1,C,1,20235,1,E,202907
2907,70,31,C,2,0,1,B,904308
2908,28,36,A,2,0,2,A,475035
2909,27,35,D,2,0,1,B,459331
2910,60,2,D,2,0,2,C,515136
2911,68,7,E,1,56889,2,B,278438
2912,22,37,E,2,0,1,F,0
2913,37,6,C,2,0,2,B,927442
2914,28,6,D,2,0,1,C,915910
2915,38,29,B,1,73489,1,B,272238
2916,27,12,B,1,7434,1,E,845003
2917,20,45,A,1,21747,1,E,530629
2918,29,23,B,1,88488,2,B,856407
2919,29,4,B,1,99998,1,C,644387
2920,45,6,C,1,80285,2,A,573438
2921,45,27,B,1,75874,2,C,270906
2922,61,2,B,1,76297,2,D,61549
2923,54,43,A,2,0,2,E,14668
2924,46,7,E,2,0,2,D,734880
2925,35,2,A,1,60391,2,D,798531
2926,39,26,D,2,0,2,B,572768
2927,38,31,E,2,0,2,F,0
2928,50,19,D,1,10983,1,D,297455
2929,65,13,D,1,13196,1,B,866707
2930,26,41,D,2,0,2,D,814789
2931,65,11,C,1,70698,1,C,340779
2932,47,10,C,2,0,2,E,182097
2933,30,17,B,2,0,1,C,179114
2934,55,4,E,2,0,2,D,433900
2935,69,9,D,1,67025,2,B,662824
2936,53,6,E,1,96912,1,E,992242
2937,41,40,D,2,0,2,C,453053
2938,32,16,E,2,0,2,B,930182
2939,29,29,C,2,0,2,A,814252
2940,37,40,E,1,51359,1,A,667805
2941,56,44,C,2,0,1,D,739762
2942,32,36,C,2,0,2,C,602766
2943,54,23,D,2,0,2,D,482299
2944,38,21,D,2,0,1,D,310222
2945,22,30,A,2,0,1,C,399891
2946,33,32,E,1,56929,2,C,963724
2947,63,29,D,2,0,1,D,817566
2948,50,13,D,1,55861,2,A,201147
2949,32,47,C,1,53686,2,E,786526
2950,45,11,C,1,2013,2,A,528543
2951,57,39,A,1,45212,2,A,810132
2952,43,36,B,1,41686,1,C,402882
2953,65,44,A,1,18965,2,A,755665
2954,61,5,D,1,54906,1,D,574566
2955,59,19,C,2,0,1,B,275909
2956,48,4,A,2,0,2,F,0
2957,23,27,D,2,0,1,C,643261
2958,55,33,D,2,0,1,D,909745
2959,27,33,D,2,0,2,B,259387
2960,24,41,B,2,0,1,C,82882
2961,25,8,A,2,0,2,C,372509
2962,52,4,D,2,0,2,C,628172
2963,22,25,A,2,0,2,A,631865
2964,24,30,A,2,0,1,E,456614
2965,44,8,E,1,34615,2,A,577875
2966,33,20,D,1,94480,1,A,57554
2967,41,4,D,1,12020,2,A,751528
2968,66,47,D,1,88830,2,A,954621
2969,51,27,E,1,21170,2,B,342717
2970,69,45,B,2,0,1,C,299993
2971,61,44,E,2,0,1,D,28132
2972,29,4,A,2,0,1,F,0
2973,57,4,A,2,0,2,A,971050
2974,44,1,C,2,0,2,B,29040
2975,39,10,D,1,18747,1,B,548524
2976,67,2,C,2,0,2,B,764385
2977,37,7,C,2,0,1,E,646217
2978,45,3,C,2,0,1,A,952338
2979,35,12,A,2,0,1,B,223264
2980,22,19,E,1,26815,1,B,990494
2981,69,29,A,1,32924,1,D,112261
2982,54,40,B,1,4875,2,E,210429
2983,43,23,A,2,0,1,C,561188
2984,57,43,B,2,0,2,D,416998
2985,59,41,C,1,9232,2,E,621157
2986,54,36,A,2,0,1,D,447062
2987,48,39,A,2,0,2,B,852729
2988,51,35,E,1,88228,1,B,656152
2989,67,30,D,2,0,2,D,142571
2990,63,23,D,1,15641,2,D,902066
2991,36,12,B,1,2618,1,A,187452
2992,32,45,B,1,3773,1,A,416254
2993,64,46,C,2,0,1,D,901023
2994,27,29,E,1,55655,2,A,640506
2995,41,40,D,2,0,2,D,142875
2996,28,34,C,1,40,2,C,807790
2997,45,25,A,1,11326,2,B,117766
2998,69,42,C,2,0,1,D,100494
2999,67,39,A,2,0,2,F,0
3000,41,34,D,2,0,1,F,0
3001,50,29,A,2,0,1,D,645702
3002,62,42,B,1,35674,2,B,949950
3003,55,18,D,1,89620,2,A,862324
3004,53,44,B,1,97368,2,A,873703
3005,30,45,A,1,96735,2,C,143987
3006,34,6,A,2,0,1,D,843289
3007,61,18,B,2,0,1,A,766573
3008,49,27,B,1,49159,2,E,282114
3009,61,14,E,2,0,1,B,388765
3010,43,24,E,2,0,2,A,436813
3011,43,4,A,2,0,1,C,836958
3012,50,15,C,2,0,1,C,36329
3013,28,3,C,1,13199,1,A,169111
3014,54,6,D,2,0,1,C,608677
3015,56,13,E,2,0,2,E,993102
3016,55,19,E,1,97810,1,A,62517
3017,70,27,D,1,49328,2,D,170017
3018,28,25,E,2,0,2,C,554552
3019,36,5,E,2,0,1,C,831581
3020,58,4,B,1,67494,1,A,331938
3021,63,3,D,2,0,1,C,632243
3022,22,37,B,2,0,2,D,222164
3023,22,25,E,2,0,1,C,443182
3024,24,14,C,2,0,1,C,772328
3025,21,9,A,1,88824,1,B,848634
3026,46,45,C,1,50635,2,E,569880
3027,29,13,B,2,0,2,A,682217
3028,49,24,B,2,0,1,E,895717
3029,54,38,E,1,25698,1,D,231173
3030,26,1,B,2,0,1,B,692030
3031,33,39,E,2,0,1,B,702766
3032,48,13,C,2,0,2,B,114860
3033,40,31,A,1,56138,2,A,469150
3034,66,25,A,1,19796,2,D,592667
3035,50,32,A,2,0,2,D,69729
3036,62,35,A,1,82469,1,A,817288
3037,36,29,D,1,32307,1,A,954540
3038,46,19,E,1,99766,2,D,641238
3039,22,41,E,2,0,2,E,943847
3040,65,36,B,2,0,2,D,902770
3041,43,1,C,1,99078,2,D,643834
3042,23,40,E,1,71721,1,E,648271
3043,50,19,E,1,28464,1,A,592302
3044,30,15,E,1,83854,1,A,128221
3045,66,20,C,1,44016,1,E,779227
3046,35,24,B,1,47711,2,B,338653
3047,41,19,E,2,0,2,E,637212
3048,30,31,B,1,13868,2,A,491011
3049,61,19,C,2,0,1,D,398440
3050,40,18,D,1,58206,2,C,121700
3051,61,34,E,2,0,2,F,0
3052,43,23,E,1,30847,1,C,775606
3053,52,27,E,2,0,2,A,102853
3054,39,8,B,1,70641,2,B,387396
3055,56,12,E,1,75148,2,B,892202
3056,35,41,D,2,0,1,E,384403
3057,24,20,A,2,0,2,A,957314
3058,29,47,D,1,72829,2,A,992787
3059,65,22,E,1,49440,1,D,886723
3060,52,23,A,2,0,1,D,158914
3061,27,37,E,1,24228,1,D,680516
3062,42,29,A,1,13387,1,C,324254
3063,25,3,B,1,86607,1,E,190630
3064,61,37,B,1,83873,1,D,735280
3065,21,38,A,2,0,2,C,610423
3066,26,18,A,2,0,2,F,0
3067,59,1,C,1,91189,1,B,781908
3068,21,13,A,1,32256,1,E,740479
3069,28,7,A,2,0,2,B,772818
3070,34,22,C,1,67134,1,D,358318
3071,29,45,B,1,19693,1,B,895843
3072,52,37,E,1,51573,1,D,669857
3073,56,45,B,1,79868,1,E,263142
3074,43,14,B,1,13373,2,B,285970
3075,69,43,D,2,0,2,B,571985
3076,21,37,D,2,0,1,A,132351
3077,24,10,A,1,52582,2,E,622435
3078,28,24,E,2,0,2,A,675002
3079,49,9,A,2,0,1,F,0
3080,33,25,D,2,0,1,F,0
3081,39,11,C,1,75646,1,C,547399
3082,34,31,B,1,46475,2,B,209773
3083,28,23,A,1,65636,2,C,100185
3084,52,27,C,2,0,2,C,622942
3085,45,13,D,2,0,1,C,367881
3086,36,31,B,2,0,2,D,828687
3087,25,29,E,1,64259,1,B,965416
3088,20,34,D,2,0,1,A,66060
3089,34,15,E,2,0,1,D,234201
3090,64,35,C,1,837,1,B,166984
3091,36,16,B,1,57407,1,E,702844
3092,63,27,C,2,0,1,B,40311
3093,53,16,D,2,0,2,C,371766
3094,67,42,E,2,0,1,F,0
3095,60,6,A,2,0,1,F,0
3096,26,14,E,2,0,2,D,78341
3097,44,33,B,1,69603,2,D,390019
3098,51,30,B,2,0,2,F,0
3099,29,17,A,1,48926,2,C,682365
3100,56,27,A,1,77057,2,E,913382
3101,43,33,E,1,1948,2,D,284006
3102,26,2,C,2,0,1,A,373421
3103,62,37,C,1,97858,2,B,786412
3104,47,26,C,1,35623,2,D,247753
3105,47,34,D,2,0,1,A,746899
3106,33,37,D,2,0,2,C,535027
3107,64,20,E,1,10212,1,D,631837
3108,61,38,C,2,0,2,B,218873
3109,59,7,E,1,81531,2,A,494236
3110,63,11,C,1,37207,2,C,229290
3111,24,22,D,2,0,1,E,920342
3112,33,42,D,1,49056,1,B,595528
3113,56,17,B,2,0,2,D,238735
3114,20,30,E,1,39787,1,E,136217
3115,56,28,D,2,0,1,A,558676
3116,48,31,C,1,43434,1,B,946714
3117,56,46,B,2,0,2,D,856091
3118,40,29,E,1,32036,2,C,725874
3119,52,7,A,2,0,1,F,0
3120,23,22,B,2,0,2,A,627837
3121,54,36,B,1,12699,2,B,648849
3122,21,36,D,2,0,1,D,852832
3123,62,39,B,2,0,1,D,932730
3124,36,38,D,2,0,2,D,410245
3125,68,7,D,2,0,2,F,0
3126,45,31,A,2,0,1,D,561853
3127,23,8,D,2,0,1,C,148252
3128,31,38,B,1,16535,1,E,17603
3129,39,6,C,2,0,1,C,812431
3130,22,41,D,2,0,2,F,0
